,cell,frame,x,y,z,celltype_x,position,acqtime,aqctime_sec,date,celltype_y,material,concentration,scope,magnification,trial,media,misc,analysis_date
35,35.0,0.0,400.2165972989042,483.0544466151363,73.19533603056296,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
36,36.0,0.0,132.70084837442351,589.8052724477594,77.142151421446,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
37,37.0,0.0,138.59027169778824,589.9505547342585,77.35326820170496,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
38,38.0,0.0,296.1898142297485,443.81871603690126,75.78052800423816,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
39,39.0,0.0,2.085711776587336,181.27030824624572,81.37021862905205,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
40,40.0,0.0,233.86646396326515,186.44705407837176,82.94196552413281,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
41,41.0,0.0,255.48930712181246,35.81542720715229,86.42652129390987,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
42,42.0,0.0,121.30171960651799,115.388225576331,84.60738722130691,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
43,43.0,0.0,343.6753773372381,346.7616580310881,87.30336222501366,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
44,44.0,0.0,157.79127573169023,471.8159221397563,86.37738353508122,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
45,45.0,0.0,204.8636230325545,498.32095023951507,91.2064609075838,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
46,46.0,0.0,645.3814291150727,331.9757911068177,86.38068358684326,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
47,47.0,0.0,345.2252446747266,346.93950982811083,88.13705432990261,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
48,48.0,0.0,462.28728860366635,458.16456694984345,89.26820498197552,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
49,49.0,0.0,487.9480262806474,166.90147428022007,92.32250770236037,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
50,50.0,0.0,102.73487144393391,487.42138364779873,95.48159864451384,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
51,51.0,0.0,159.29308899725692,519.0490704053642,102.59690040020291,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
52,52.0,0.0,651.7027527715865,302.178915680088,104.09456469864455,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
53,53.0,0.0,212.3074038723752,378.272429779111,106.70514919442621,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
54,54.0,0.0,352.14655810510726,242.58265482358746,107.04218681208849,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
55,55.0,0.0,576.1204663212435,45.997409326424865,106.51318521308886,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
56,56.0,0.0,583.6636814364838,288.63956137216366,109.73973566395952,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
57,57.0,0.0,414.7449463621105,380.6556958330292,113.57302709654209,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
58,58.0,0.0,381.20593731419353,645.3856281321667,117.94487044042894,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
59,59.0,0.0,399.14363845711,650.6428708501247,115.38482358969887,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
60,60.0,0.0,83.67205645881721,164.44077184205824,113.74824712809155,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
61,61.0,0.0,646.9261752581218,255.91411066147268,111.72829669685879,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
62,62.0,0.0,66.76910833417996,375.939754139998,114.61718336888558,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
63,63.0,0.0,389.2937710524418,649.8431689654817,117.1882370796049,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
64,64.0,0.0,204.52404402004024,436.10563953239415,121.03488818627983,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
65,65.0,0.0,455.451339034896,127.02884075160746,118.83286795360819,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
66,66.0,0.0,293.77544411547,208.66487786824575,124.11432661773465,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
67,67.0,0.0,387.90299366724236,419.8762233736327,126.10313949307707,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
68,68.0,0.0,626.8996206956392,468.3169298658799,123.02355484066783,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
69,69.0,0.0,203.36787564766837,496.2634515743324,128.3118382377577,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
70,70.0,0.0,430.393152219577,199.77944265509032,129.0572825462781,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
71,71.0,0.0,501.8813224771774,390.2240624228966,132.57967687159177,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
72,72.0,0.0,206.5247367541367,502.26475012535514,128.91897203172866,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
73,73.0,0.0,477.28327275539397,550.3054674812465,129.67197773197313,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
74,74.0,0.0,245.1694732297064,1.4842400690846285,125.23332197584239,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
75,75.0,0.0,7.6686693859552415,17.16321243523316,123.66378547930802,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
76,76.0,0.0,270.49330742659754,157.19991364421415,127.67699771496089,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
77,77.0,0.0,405.7336983087301,184.20666731840845,130.0105489097914,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
78,78.0,0.0,503.089604169177,389.4859320400048,134.1894144179105,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
79,79.0,0.0,524.8408586232421,444.48186528497405,127.20379803139863,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
80,80.0,0.0,520.7379241183353,483.1564432558917,130.65618800334312,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
81,81.0,0.0,204.85806182488804,503.59236409941155,130.20539094103822,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
82,82.0,0.0,478.31251478081396,547.2824801668351,130.79812540374033,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
83,83.0,0.0,430.8655506842035,548.0021921084098,134.67838919232668,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
84,84.0,0.0,233.94163364827793,137.15330691862235,134.1063911620039,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
85,85.0,0.0,645.0195028235431,509.78052046341037,133.96684909835767,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
86,86.0,0.0,305.53756476683935,76.02433869648213,135.901760560931,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
87,87.0,0.0,282.4303521814222,523.5882706315236,140.534283458104,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
88,88.0,0.0,110.94050183384759,646.9406764859987,137.65232402866755,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
89,89.0,0.0,93.00611999699632,15.576894195389352,139.623376378428,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
90,90.0,0.0,205.409761499822,611.4039077641103,138.2656405477548,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
91,91.0,0.0,195.121400168695,227.50481985781417,148.56858446735765,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
92,92.0,0.0,559.1700068432887,296.3755010264933,142.35372575492906,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
93,93.0,0.0,131.9465610078228,380.0797521080971,140.04268202320594,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
94,94.0,0.0,425.2323986589454,7.467235598902773,144.42131716097646,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
95,95.0,0.0,340.41142363681223,132.047248951394,153.571167957173,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
96,96.0,0.0,628.5939246164786,136.9882149751092,149.5083747389645,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
