,cell,frame,x,y,z,celltype_x,position,acqtime,aqctime_sec,date,celltype_y,material,concentration,scope,magnification,trial,media,misc,analysis_date
23,23.0,0.0,568.2774964672633,405.396255299105,74.1268865968471,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
24,24.0,0.0,415.64603308488114,166.3733152014873,73.66102839225353,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
25,25.0,0.0,562.2667165975001,406.278393045699,74.65774275532097,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
26,26.0,0.0,202.71644173996867,626.3329919267381,81.98960143495303,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
27,27.0,0.0,146.42103243139513,514.4725900339026,81.24484718091927,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
28,28.0,0.0,206.49318115162774,623.6985531332487,82.4360601371499,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
29,29.0,0.0,170.4606065224017,448.8722950320024,85.74855338372817,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
30,30.0,0.0,144.26020217706173,511.2866016634065,82.056133850543,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
31,31.0,0.0,33.70263365249158,569.2915641937872,85.63848503328433,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
32,32.0,0.0,452.53776545282057,392.36845946143177,96.9051186607935,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
33,33.0,0.0,165.53432642487047,444.2729922279792,85.88611889758916,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
34,34.0,0.0,35.00784273389989,567.9826817007162,86.50731679882408,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
35,35.0,0.0,371.3442717328728,307.9519286125504,87.09476524367295,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
36,36.0,0.0,526.5467242827008,324.2847488173012,88.91681268177304,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
37,37.0,0.0,457.40932642487047,388.110103626943,95.90875915567716,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
38,38.0,0.0,209.08462867012088,398.0512377662636,90.04483715144008,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
39,39.0,0.0,204.54545454545453,122.7840106196206,97.43735121808037,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
40,40.0,0.0,377.3635690734136,377.2542224614763,97.2766553086737,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
41,41.0,0.0,198.93216353899072,551.7100622632472,99.12944947423854,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
42,42.0,0.0,59.07253886010362,11.896373056994817,93.83677389564414,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
43,43.0,0.0,660.3641662741403,73.70907913330193,93.21388351788408,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
44,44.0,0.0,211.93825062146215,120.98015064841714,97.48220670456212,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
45,45.0,0.0,177.14836345254642,241.81410337419436,94.09854978361703,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
46,46.0,0.0,380.4605145613721,371.3500855049899,97.14490765575019,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
47,47.0,0.0,201.9230769230769,546.8662813870068,98.79622495840636,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
48,48.0,0.0,247.67007603795167,582.8426754592557,100.76198485967942,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
49,49.0,0.0,261.64203927589074,585.9000191901746,100.78926473216178,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
50,50.0,0.0,202.50359575094876,545.9487150605645,99.97661430165995,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
51,51.0,0.0,254.50086355785837,582.9240069084628,100.88313005724171,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
52,52.0,0.0,254.96095059872144,581.1600160091728,102.11017246955738,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
53,53.0,0.0,26.311528497409324,193.52691421991938,103.91491655539134,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
54,54.0,0.0,41.044959664196234,92.7846461599003,106.36049754806993,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
55,55.0,0.0,26.889296095033487,192.55655250853027,104.69525211560199,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
56,56.0,0.0,276.4605830226139,204.29700740884218,106.86455225248736,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
57,57.0,0.0,9.891662741403675,325.89790390956193,107.6307199076349,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
58,58.0,0.0,130.45578291033635,568.7406691841574,112.82044389393991,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
59,59.0,0.0,409.0608080572859,275.3900564708622,112.71789588719432,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
60,60.0,0.0,179.02958986203885,401.7572882202385,114.22014968176963,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
61,61.0,0.0,122.0916023071659,569.8809756574445,113.6738145152689,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
62,62.0,0.0,173.6539463223401,398.39487896482717,115.14133532148068,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
63,63.0,0.0,574.3670513424399,426.998940178992,116.21921719909801,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
64,64.0,0.0,630.990932642487,564.7803324697754,116.39290770118536,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
65,65.0,0.0,12.256950247924676,14.993871524876038,114.50829415615331,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
66,66.0,0.0,378.9248219518348,245.77923968096871,117.68288297957977,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
67,67.0,0.0,328.8752158894646,348.3592400690846,121.74480577462045,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
68,68.0,0.0,194.26453655728267,596.2027441949722,123.78292598016816,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
69,69.0,0.0,153.4750759335358,188.50500268000715,120.5922989143445,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
70,70.0,0.0,320.13532322015465,346.16048140913927,122.10107318529117,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
71,71.0,0.0,445.5763210970196,387.32767503528294,125.6510073028208,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
72,72.0,0.0,265.69524807967576,475.9896473861414,121.8299679458928,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
73,73.0,0.0,387.7631795377909,561.0298955506208,124.774864657125,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
74,74.0,0.0,194.1856092261407,591.3055741266922,124.99650754797949,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
75,75.0,0.0,444.36759606235654,388.20758758460835,127.60730434894663,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
76,76.0,0.0,361.23331964008855,418.23973337927197,125.19644511051143,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
77,77.0,0.0,379.8447373332504,561.0919044783548,125.60420919085351,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
78,78.0,0.0,177.329582253886,586.0589378238342,128.59704151204457,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
79,79.0,0.0,190.23759834964497,592.5536125503742,127.1962448051476,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
80,80.0,0.0,279.1513657628653,66.21308918959706,124.79675757270374,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
81,81.0,0.0,135.55072706000334,378.1129867959217,126.96626306732534,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
82,82.0,0.0,185.19232688765277,589.938567915574,128.2574556528173,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
83,83.0,0.0,150.08068411346272,627.7388688855713,130.30020933644977,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
84,84.0,0.0,558.0707838876817,62.18661206752465,129.0453208086056,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
85,85.0,0.0,96.22501850481126,423.54869408903454,132.31216677184455,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
86,86.0,0.0,15.27298023412013,604.2458261370178,136.53313402620543,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
87,87.0,0.0,558.25856186023,62.12877543283204,129.91067630628186,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
88,88.0,0.0,468.3344778076035,1.8961857793869779,134.0299181408666,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
89,89.0,0.0,589.0290053845372,576.3359748044295,140.03155640310717,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
90,90.0,0.0,352.626822508736,476.1612844921075,143.71356983618884,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
91,91.0,0.0,614.2357512953367,369.14507772020727,143.60810109427487,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
